municipio,year,hectares_lost
SAN PEDRO,2012,52
CALI,2012,39
SEVILLA,2012,293
TORO,2012,68
TRUJILLO,2012,200
TULUA,2012,202
ULLOA,2012,27
VERSALLES,2012,37
VIJES,2012,87
YOTOCO,2012,60
YUMBO,2012,35
ZARZAL,2012,34
CARURU,2012,229
MITU,2012,1092
PACOA,2012,424
PAPUNAHUA,2012,82
TARAIRA,2012,137
YAVARATE,2012,188
CUMARIBO,2012,2896
LA PRIMAVERA,2012,274
PUERTO CARRE¥O,2012,195
SANTA ROSALIA,2012,18
EL ENCANTO,2013,166
LA CHORRERA,2013,192
LA PEDRERA,2013,331
LA VICTORIA,2013,37
LETICIA,2013,269
MIRITI-PARANA,2013,120
PUERTO ALEGRIA,2013,83
PUERTO ARICA,2013,112
PUERTO NARI¥O,2013,131
PUERTO SANTANDER,2013,48
TARAPACA,2013,106
ABEJORRAL,2013,27
ABRIAQUI,2013,14
ALEJANDRIA,2013,2
AMAGA,2013,8
AMALFI,2013,257
ANDES,2013,84
ANGELOPOLIS,2013,2
ANGOSTURA,2013,283
ANORI,2013,202
ANZA,2013,8
APARTADO,2013,108
ARBOLETES,2013,86
ARGELIA,2013,21
ARMENIA,2013,3
BARBOSA,2013,3
BELLO,2013,32
BELMIRA,2013,11
BETANIA,2013,63
BETULIA,2013,43
BRICE¥O,2013,43
BURITICA,2013,15
CAICEDO,2013,15
CALDAS,2013,110
CAMPAMENTO,2013,34
CARACOLI,2013,75
CARAMANTA,2013,10
CAREPA,2013,131
CAROLINA,2013,67
CAUCASIA,2013,335
CA¥ASGORDAS,2013,34
CHIGORODO,2013,90
CISNEROS,2013,1
CIUDAD BOLIVAR,2013,64
COCORNA,2013,10
CONCEPCION,2013,3
CONCORDIA,2013,48
COPACABANA,2013,3
CACERES,2013,319
DABEIBA,2013,114
DON MATIAS,2013,18
EBEJICO,2013,13
EL BAGRE,2013,679
EL CARMEN DE VIBORAL,2013,19
SOPETRAN,2013,22
ENTRERRIOS,2013,22
ENVIGADO,2013,19
FREDONIA,2013,45
FRONTINO,2013,107
GIRALDO,2013,1
GIRARDOTA,2013,2
GRANADA,2013,29
GUADALUPE,2013,10
GUARNE,2013,24
GUATAPE,2013,7
GOMEZ PLATA,2013,32
HELICONIA,2013,13
HISPANIA,2013,6
ITAGUI,2013,0
ITUANGO,2013,113
JARDIN,2013,25
JERICO,2013,15
LA CEJA,2013,7
LA ESTRELLA,2013,18
LA PINTADA,2013,6
LA UNION,2013,10
LIBORINA,2013,9
MACEO,2013,114
MARINILLA,2013,2
MEDELLIN,2013,58
MONTEBELLO,2013,28
MURINDO,2013,42
MUTATA,2013,80
NARI¥O,2013,5
NECHI,2013,164
NECOCLI,2013,209
OLAYA,2013,4
PEQUE,2013,14
PE¥OL,2013,5
PUEBLORRICO,2013,21
PUERTO BERRIO,2013,325
PUERTO NARE,2013,132
PUERTO TRIUNFO,2013,25
REMEDIOS,2013,1348
RETIRO,2013,199
RIONEGRO,2013,14
SABANALARGA,2013,17
SABANETA,2013,0
SALGAR,2013,65
SAN ANDRES,2013,19
SAN CARLOS,2013,202
SAN FRANCISCO,2013,66
SAN JERONIMO,2013,20
SAN JOSE DE LA MONTA¥A,2013,2
SAN JUAN DE URABA,2013,30
SAN LUIS,2013,111
SAN PEDRO DE URABA,2013,70
SAN PEDRO,2013,12
SAN RAFAEL,2013,49
SAN ROQUE,2013,82
SAN VICENTE,2013,11
SANTA BARBARA,2013,49
SANTA ROSA DE OSOS,2013,191
SANTAFE DE ANTIOQUIA,2013,25
SANTO DOMINGO,2013,36
SANTUARIO,2013,1
SEGOVIA,2013,882
SONSON,2013,73
TARAZA,2013,299
TARSO,2013,28
TITIRIBI,2013,3
TOLEDO,2013,4
TURBO,2013,592
TAMESIS,2013,15
URAMITA,2013,39
URRAO,2013,191
VALDIVIA,2013,38
VALPARAISO,2013,10
VEGACHI,2013,343
VENECIA,2013,1
VIGIA DEL FUERTE,2013,32
YALI,2013,272
YARUMAL,2013,155
YOLOMBO,2013,413
YONDO,2013,1030
ZARAGOZA,2013,495
ARAUCA,2013,229
ARAUQUITA,2013,1091
CRAVO NORTE,2013,4
FORTUL,2013,170
PUERTO RONDON,2013,60
SARAVENA,2013,94
TAME,2013,499
BARANOA,2013,11
BARRANQUILLA,2013,5
CAMPO DE LA CRUZ,2013,0
CANDELARIA,2013,2
GALAPA,2013,2
JUAN DE ACOSTA,2013,15
LURUACO,2013,26
MALAMBO,2013,2
MANATI,2013,1
PALMAR DE VARELA,2013,1
PIOJO,2013,53
POLONUEVO,2013,1
PONEDERA,2013,5
PUERTO COLOMBIA,2013,3
REPELON,2013,18
SABANAGRANDE,2013,0
SABANALARGA,2013,7
SANTA LUCIA,2013,0
SANTO TOMAS,2013,1
SOLEDAD,2013,0
SUAN,2013,0
TUBARA,2013,21
USIACURI,2013,13
SANTAFE DE BOGOTA D.C.,2013,8
ACHI,2013,101
ALTOS DEL ROSARIO,2013,41
ARENAL,2013,75
ARJONA,2013,70
ARROYOHONDO,2013,4
BARRANCO DE LOBA,2013,68
CALAMAR,2013,10
CANTAGALLO,2013,461
CARTAGENA,2013,137
CICUCO,2013,0
CLEMENCIA,2013,13
CORDOBA,2013,161
EL CARMEN DE BOLIVAR,2013,470
EL GUAMO,2013,47
EL PE¥ON,2013,34
HATILLO DE LOBA,2013,10
MAGANGUE,2013,18
MAHATES,2013,36
MARGARITA,2013,28
MARIA LA BAJA,2013,425
MOMPOS,2013,13
MONTECRISTO,2013,294
MORALES,2013,215
PINILLOS,2013,32
REGIDOR,2013,73
RIO VIEJO,2013,1329
SAN CRISTOBAL,2013,0
SAN ESTANISLAO,2013,18
SAN FERNANDO,2013,19
SAN JACINTO,2013,231
SAN JACINTO DEL CAUCA,2013,102
SAN JUAN NEPOMUCENO,2013,258
SAN MARTIN DE LOBA,2013,163
SAN PABLO,2013,984
SANTA CATALINA,2013,42
SANTA ROSA,2013,37
SANTA ROSA DEL SUR,2013,657
SIMITI,2013,541
SOPLAVIENTO,2013,1
TALAIGUA NUEVO,2013,3
TIQUISIO,2013,236
TURBACO,2013,30
TURBANA,2013,17
VILLANUEVA,2013,38
ZAMBRANO,2013,132
ALMEIDA,2013,2
AQUITANIA,2013,3
ARCABUCO,2013,0
BELEN,2013,2
BERBEO,2013,0
BETEITIVA,2013,1
BOAVITA,2013,1
BOYACA,2013,0
BRICE¥O,2013,3
BUENAVISTA,2013,6
BUSBANZA,2013,0
CALDAS,2013,3
CAMPOHERMOSO,2013,8
CERINZA,2013,0
CHINAVITA,2013,1
CHIQUINQUIRA,2013,6
CHISCAS,2013,2
CHITA,2013,6
CHITARAQUE,2013,3
CHIVATA,2013,0
CHIVOR,2013,3
CHIQUIZA,2013,0
CIENAGA,2013,0
COPER,2013,5
CORRALES,2013,1
COVARACHIA,2013,0
CUBARA,2013,12
CUCAITA,2013,0
CUITIVA,2013,1
COMBITA,2013,0
DUITAMA,2013,9
EL COCUY,2013,0
EL ESPINO,2013,0
FIRAVITOBA,2013,1
FLORESTA,2013,3
GACHANTIVA,2013,0
GARAGOA,2013,2
GUACAMAYAS,2013,0
GUATEQUE,2013,0
GUAYATA,2013,1
GAMEZA,2013,5
GUICAN,2013,4
IZA,2013,2
JENESANO,2013,0
JERICO,2013,0
LA CAPILLA,2013,0
LA UVITA,2013,2
LA VICTORIA,2013,0
LABRANZAGRANDE,2013,3
MACANAL,2013,4
MARIPI,2013,3
MIRAFLORES,2013,0
MONGUA,2013,5
MONGUI,2013,2
MONIQUIRA,2013,5
MOTAVITA,2013,0
MUZO,2013,2
NOBSA,2013,1
NUEVO COLON,2013,0
OICATA,2013,11
OTANCHE,2013,29
PACHAVITA,2013,0
PAIPA,2013,18
PAJARITO,2013,1
PANQUEBA,2013,0
PAUNA,2013,9
PAYA,2013,17
PAZ DE RIO,2013,1
PESCA,2013,1
PISBA,2013,6
PUERTO BOYACA,2013,184
PAEZ,2013,3
QUIPAMA,2013,3
RAMIRIQUI,2013,1
RONDON,2013,1
RAQUIRA,2013,4
SABOYA,2013,2
SAMACA,2013,3
SAN EDUARDO,2013,0
SAN JOSE DE PARE,2013,13
SAN LUIS DE GACENO,2013,17
SAN MATEO,2013,0
SAN MIGUEL DE SEMA,2013,17
SAN PABLO DE BORBUR,2013,4
SANTA MARIA,2013,4
SANTA ROSA DE VITERBO,2013,2
SANTA SOFIA,2013,0
SANTANA,2013,22
SATIVANORTE,2013,0
SATIVASUR,2013,0
SIACHOQUE,2013,0
SOATA,2013,0
SOCHA,2013,1
SOCOTA,2013,2
SOGAMOSO,2013,15
SOMONDOCO,2013,4
SORA,2013,0
SORACA,2013,0
SOTAQUIRA,2013,10
SUSACON,2013,1
SUTAMARCHAN,2013,0
SUTATENZA,2013,0
SACHICA,2013,0
TASCO,2013,5
TENZA,2013,1
TIBANA,2013,0
TIBASOSA,2013,8
TINJACA,2013,1
TIPACOQUE,2013,0
TOCA,2013,0
TOGUI,2013,3
TOPAGA,2013,9
TOTA,2013,2
TUNJA,2013,1
TUNUNGUA,2013,1
TURMEQUE,2013,0
TUTA,2013,2
TUTAZA,2013,0
UMBITA,2013,1
VENTAQUEMADA,2013,0
VILLA DE LEYVA,2013,0
VIRACACHA,2013,0
ZETAQUIRA,2013,1
AGUADAS,2013,30
ANSERMA,2013,62
ARANZAZU,2013,21
BELALCAZAR,2013,24
CHINCHINA,2013,58
FILADELFIA,2013,16
LA DORADA,2013,23
LA MERCED,2013,15
MANIZALES,2013,93
MANZANARES,2013,34
MARMATO,2013,6
MARQUETALIA,2013,8
MARULANDA,2013,5
NEIRA,2013,89
NORCASIA,2013,60
PALESTINA,2013,53
PENSILVANIA,2013,67
PACORA,2013,64
RIOSUCIO,2013,173
RISARALDA,2013,25
SALAMINA,2013,36
SAMANA,2013,96
SAN JOSE,2013,20
SUPIA,2013,8
VICTORIA,2013,143
VILLAMARIA,2013,25
VITERBO,2013,10
ALBANIA,2013,80
BELEN DE LOS ANDAQUIES,2013,266
CARTAGENA DEL CHAIRA,2013,12363
CURILLO,2013,448
EL DONCELLO,2013,225
EL PAUJIL,2013,167
FLORENCIA,2013,358
LA MONTA¥ITA,2013,354
MILAN,2013,501
MORELIA,2013,34
PUERTO RICO,2013,711
SAN JOSE DEL FRAGUA,2013,208
SAN VICENTE DEL CAGUAN,2013,8589
SOLANO,2013,4813
SOLITA,2013,584
VALPARAISO,2013,590
AGUAZUL,2013,92
CHAMEZA,2013,8
HATO COROZAL,2013,136
LA SALINA,2013,3
MANI,2013,78
MONTERREY,2013,46
NUNCHIA,2013,110
OROCUE,2013,87
PAZ DE ARIPORO,2013,213
PORE,2013,64
RECETOR,2013,1
SABANALARGA,2013,13
SAN LUIS DE PALENQUE,2013,345
SACAMA,2013,2
TAURAMENA,2013,204
TRINIDAD,2013,443
TAMARA,2013,22
VILLANUEVA,2013,396
YOPAL,2013,407
ALMAGUER,2013,3
ARGELIA,2013,130
BALBOA,2013,25
BOLIVAR,2013,10
BUENOS AIRES,2013,56
CAJIBIO,2013,103
CALDONO,2013,29
CALOTO,2013,10
CORINTO,2013,6
EL TAMBO,2013,453
FLORENCIA,2013,2
GUAPI,2013,37
INZA,2013,20
JAMBALO,2013,35
LA SIERRA,2013,9
LA VEGA,2013,23
LOPEZ,2013,50
MERCADERES,2013,6
MIRANDA,2013,4
MORALES,2013,77
PADILLA,2013,0
PATIA,2013,26
PIAMONTE,2013,811
PIENDAMO,2013,55
POPAYAN,2013,156
PUERTO TEJADA,2013,1
PURACE,2013,8
PAEZ,2013,94
ROSAS,2013,6
SAN SEBASTIAN,2013,5
SANTA ROSA,2013,168
SANTANDER DE QUILICHAO,2013,29
SILVIA,2013,25
SOTARA,2013,200
SUCRE,2013,7
SUAREZ,2013,55
TIMBIQUI,2013,31
TIMBIO,2013,43
TORIBIO,2013,9
TOTORO,2013,22
VILLA RICA,2013,1
AGUACHICA,2013,62
AGUSTIN CODAZZI,2013,159
ASTREA,2013,16
BECERRIL,2013,185
BOSCONIA,2013,65
CHIMICHAGUA,2013,231
CHIRIGUANA,2013,185
CURUMANI,2013,123
EL COPEY,2013,219
EL PASO,2013,154
GAMARRA,2013,15
GONZALEZ,2013,10
LA GLORIA,2013,110
LA JAGUA DE IBIRICO,2013,121
LA PAZ,2013,101
MANAURE,2013,16
PAILITAS,2013,29
PELAYA,2013,22
PUEBLO BELLO,2013,42
RIO DE ORO,2013,56
SAN ALBERTO,2013,125
SAN DIEGO,2013,106
SAN MARTIN,2013,123
TAMALAMEQUE,2013,80
VALLEDUPAR,2013,534
ACANDI,2013,76
ALTO BAUDO,2013,119
ATRATO,2013,9
BAGADO,2013,13
BAHIA SOLANO,2013,16
BAJO BAUDO,2013,307
BELEN DE BAJIRA,2013,256
BOJAYA,2013,66
CONDOTO,2013,28
CERTEGUI,2013,3
CANTON DEL SAN PABLO,2013,14
EL CARMEN DE ATRATO,2013,17
CARMEN DEL DARIEN,2013,293
EL LITORAL DEL SAN JUAN,2013,52
ISTMINA,2013,60
JURADO,2013,81
LLORO,2013,40
MEDIO ATRATO,2013,25
MEDIO BAUDO,2013,149
MEDIO SAN JUAN,2013,20
NUQUI,2013,53
NOVITA,2013,23
QUIBDO,2013,87
RIOSUCIO,2013,515
RIO IRO,2013,12
RIO QUITO,2013,22
SAN JOSE DEL PALMAR,2013,13
SIPI,2013,23
TADO,2013,23
UNGUIA,2013,320
UNION PANAMERICANA,2013,2
AGUA DE DIOS,2013,4
ALBAN,2013,3
ANAPOIMA,2013,15
ANOLAIMA,2013,4
ARBELAEZ,2013,17
BELTRAN,2013,34
BITUIMA,2013,15
BOJACA,2013,4
CABRERA,2013,3
CACHIPAY,2013,3
CAJICA,2013,11
CAPARRAPI,2013,62
CARMEN DE CARUPA,2013,8
CHAGUANI,2013,19
CHIPAQUE,2013,0
CHOACHI,2013,1
CHOCONTA,2013,2
CHIA,2013,2
COGUA,2013,4
COTA,2013,14
CUCUNUBA,2013,2
CAQUEZA,2013,0
EL COLEGIO,2013,4
EL PE¥ON,2013,2
EL ROSAL,2013,4
FACATATIVA,2013,21
FOSCA,2013,1
FUNZA,2013,7
FUSAGASUGA,2013,9
FOMEQUE,2013,1
FUQUENE,2013,7
GACHALA,2013,2
GACHANCIPA,2013,0
GACHETA,2013,1
GAMA,2013,0
GIRARDOT,2013,8
GRANADA,2013,1
GUACHETA,2013,9
GUADUAS,2013,137
GUASCA,2013,8
GUATAQUI,2013,20
GUATAVITA,2013,2
GUAYABAL DE  SIQUIMA,2013,5
GUAYABETAL,2013,2
GUTIERREZ,2013,1
JERUSALEN,2013,77
JUNIN,2013,1
LA CALERA,2013,3
LA MESA,2013,21
LA PALMA,2013,13
LA PE¥A,2013,19
LA VEGA,2013,7
LENGUAZAQUE,2013,4
MACHETA,2013,2
MADRID,2013,15
MANTA,2013,0
MEDINA,2013,17
MOSQUERA,2013,5
NARI¥O,2013,4
NEMOCON,2013,6
NILO,2013,7
NIMAIMA,2013,4
NOCAIMA,2013,3
PACHO,2013,28
PAIME,2013,1
PANDI,2013,4
PARATEBUENO,2013,39
PASCA,2013,1
PUERTO SALGAR,2013,36
PULI,2013,37
QUEBRADANEGRA,2013,10
QUETAME,2013,1
QUIPILE,2013,5
RAFAEL REYES,2013,16
RICAURTE,2013,3
SAN ANTONIO DEL TEQUENDAMA,2013,0
SAN BERNARDO,2013,1
SAN CAYETANO,2013,16
SAN FRANCISCO,2013,16
SAN JUAN DE RIO SECO,2013,96
SASAIMA,2013,7
SESQUILE,2013,2
SIBATE,2013,5
SILVANIA,2013,4
SIMIJACA,2013,9
SOACHA,2013,9
SOPO,2013,6
SUBACHOQUE,2013,8
SUESCA,2013,4
SUPATA,2013,6
SUSA,2013,7
SUTATAUSA,2013,2
TABIO,2013,2
TAUSA,2013,21
TENA,2013,0
TENJO,2013,2
TIBACUY,2013,4
TIBIRITA,2013,0
TOCANCIPA,2013,5
TOCAIMA,2013,29
TOPAIPI,2013,1
UBALA,2013,6
UBAQUE,2013,0
UNE,2013,2
VENECIA,2013,2
VERGARA,2013,4
VIANI,2013,3
UBATE,2013,9
VILLAGOMEZ,2013,1
VILLAPINZON,2013,1
VILLETA,2013,24
VIOTA,2013,17
YACOPI,2013,41
ZIPACON,2013,2
ZIPAQUIRA,2013,29
UTICA,2013,29
AYAPEL,2013,137
BUENAVISTA,2013,21
CANALETE,2013,34
CERETE,2013,1
CHIMA,2013,3
CHINU,2013,42
CIENAGA DE ORO,2013,48
COTORRA,2013,1
LA APARTADA,2013,4
LOS CORDOBAS,2013,16
MOMIL,2013,8
MONTELIBANO,2013,292
MONTERIA,2013,59
MO¥ITOS,2013,10
PLANETA RICA,2013,26
PUEBLO NUEVO,2013,45
PUERTO ESCONDIDO,2013,32
PUERTO LIBERTADOR,2013,358
PURISIMA,2013,3
SAN ANDRES DE SOTAVENTO,2013,6
SAN ANTERO,2013,24
SAHAGUN,2013,24
SAN BERNARDO DEL VIENTO,2013,4
SAN CARLOS,2013,13
SAN PELAYO,2013,18
LORICA,2013,50
TIERRALTA,2013,1055
VALENCIA,2013,214
BARRANCO MINAS,2013,228
CACAHUAL,2013,52
LA GUADALUPE,2013,17
MAPIRIPANA,2013,196
MORICHAL NUEVO,2013,143
PANA PANA,2013,210
PUERTO COLOMBIA,2013,288
INIRIDA,2013,862
SAN FELIPE,2013,59
CALAMAR,2013,1524
EL RETORNO,2013,2025
MIRAFLORES,2013,725
SAN JOSE DEL GUAVIARE,2013,4694
ACEVEDO,2013,72
AGRADO,2013,10
AIPE,2013,20
ALGECIRAS,2013,26
ALTAMIRA,2013,6
BARAYA,2013,40
CAMPOALEGRE,2013,46
COLOMBIA,2013,67
ELIAS,2013,4
GARZON,2013,33
GIGANTE,2013,17
GUADALUPE,2013,18
HOBO,2013,5
IQUIRA,2013,34
ISNOS,2013,30
LA ARGENTINA,2013,18
LA PLATA,2013,63
NEIVA,2013,63
NATAGA,2013,7
OPORAPA,2013,13
PAICOL,2013,13
PALERMO,2013,43
PALESTINA,2013,15
PITAL,2013,36
PITALITO,2013,63
RIVERA,2013,10
SALADOBLANCO,2013,18
SAN AGUSTIN,2013,41
SANTA MARIA,2013,22
SUAZA,2013,36
TARQUI,2013,33
TELLO,2013,23
TERUEL,2013,14
TESALIA,2013,5
TIMANA,2013,12
VILLAVIEJA,2013,5
YAGUARA,2013,5
BARRANCAS,2013,109
DIBULLA,2013,202
DISTRACCION,2013,6
EL MOLINO,2013,13
FONSECA,2013,27
HATONUEVO,2013,7
LA JAGUA DEL PILAR,2013,35
MAICAO,2013,157
MANAURE,2013,3
RIOHACHA,2013,1049
SAN JUAN DEL CESAR,2013,104
URIBIA,2013,0
URUMITA,2013,5
VILLANUEVA,2013,52
ALGARROBO,2013,29
ARACATACA,2013,158
ARIGUAINI,2013,17
CERRO SAN ANTONIO,2013,5
CHIVOLO,2013,22
CIENAGA,2013,192
CONCORDIA,2013,0
EL BANCO,2013,53
EL PI¥ON,2013,14
EL RETEN,2013,49
FUNDACION,2013,30
GUAMAL,2013,64
NUEVA GRANADA,2013,9
PEDRAZA,2013,28
PIJI¥O DEL CARMEN,2013,30
PIVIJAY,2013,134
PLATO,2013,138
PUEBLOVIEJO,2013,173
REMOLINO,2013,80
SABANAS DE SAN ANGEL,2013,82
SALAMINA,2013,5
SAN SEBASTIAN DE BUENAVISTA,2013,64
SAN ZENON,2013,54
SANTA ANA,2013,35
SANTA BARBARA DE PINTO,2013,4
SANTA MARTA,2013,379
SITIONUEVO,2013,10
TENERIFE,2013,30
ZAPAYAN,2013,5
ZONA BANANERA,2013,274
ACACIAS,2013,41
BARRANCA DE UPIA,2013,16
CABUYARO,2013,123
CASTILLA LA NUEVA,2013,24
CUMARAL,2013,47
EL CALVARIO,2013,2
EL CASTILLO,2013,24
EL DORADO,2013,2
FUENTE DE ORO,2013,49
GRANADA,2013,18
GUAMAL,2013,6
LA MACARENA,2013,4407
LA URIBE,2013,1460
LEJANIAS,2013,8
MAPIRIPAN,2013,1823
MESETAS,2013,296
PUERTO CONCORDIA,2013,850
PUERTO GAITAN,2013,221
PUERTO LLERAS,2013,509
PUERTO LOPEZ,2013,92
PUERTO RICO,2013,1501
RESTREPO,2013,4
SAN CARLOS DE GUAROA,2013,59
SAN JUAN DE ARAMA,2013,110
SAN JUANITO,2013,0
SAN LUIS DE CUBARRAL,2013,5
SAN MARTIN,2013,627
VILLAVICENCIO,2013,15
VISTAHERMOSA,2013,881
ALBAN,2013,5
ALDANA,2013,2
ANCUYA,2013,3
ARBOLEDA,2013,4
BARBACOAS,2013,83
BELEN,2013,0
BUESACO,2013,30
CHACHAGUI,2013,11
COLON,2013,4
CONSACA,2013,11
CONTADERO,2013,0
CUASPUD,2013,2
CUMBAL,2013,11
CUMBITARA,2013,9
CORDOBA,2013,3
EL CHARCO,2013,239
EL PE¥OL,2013,1
EL ROSARIO,2013,47
EL TABLON,2013,21
EL TAMBO,2013,12
FRANCISCO PIZARRO,2013,48
FUNES,2013,2
GUACHUCAL,2013,5
GUAITARILLA,2013,0
GUALMATAN,2013,2
ILES,2013,1
IMUES,2013,0
IPIALES,2013,174
LA CRUZ,2013,5
LA FLORIDA,2013,9
LA LLANADA,2013,13
LA TOLA,2013,25
LA UNION,2013,9
LEIVA,2013,10
LINARES,2013,8
LOS ANDES,2013,20
MAGUI,2013,55
MALLAMA,2013,55
MOSQUERA,2013,186
NARI¥O,2013,7
OLAYA,2013,202
OSPINA,2013,0
POLICARPA,2013,29
POTOSI,2013,5
PROVIDENCIA,2013,2
PUERRES,2013,5
PUPIALES,2013,6
RICAURTE,2013,32
ROBERTO PAYAN,2013,101
SAMANIEGO,2013,36
SAN BERNARDO,2013,2
PASTO,2013,53
SAN LORENZO,2013,8
SAN PABLO,2013,3
SAN PEDRO DE CARTAGO,2013,2
SANDONA,2013,10
SANTA BARBARA,2013,29
SANTA CRUZ,2013,13
SAPUYES,2013,4
TAMINANGO,2013,5
TANGUA,2013,10
TUMACO,2013,853
TUQUERRES,2013,7
YACUANQUER,2013,2
ABREGO,2013,133
ARBOLEDAS,2013,6
BOCHALEMA,2013,7
BUCARASICA,2013,24
CHINACOTA,2013,2
CHITAGA,2013,8
CONVENCION,2013,159
CUCUTILLA,2013,5
CACHIRA,2013,50
CACOTA,2013,4
DURANIA,2013,27
EL CARMEN,2013,366
EL TARRA,2013,341
EL ZULIA,2013,155
GRAMALOTE,2013,2
HACARI,2013,81
HERRAN,2013,0
LA ESPERANZA,2013,87
LA PLAYA,2013,26
LABATECA,2013,3
LOS PATIOS,2013,10
LOURDES,2013,4
MUTISCUA,2013,0
OCA¥A,2013,55
PAMPLONA,2013,52
PAMPLONITA,2013,1
PUERTO SANTANDER,2013,5
RAGONVALIA,2013,2
SALAZAR,2013,8
SAN CALIXTO,2013,84
SAN CAYETANO,2013,12
CUCUTA,2013,277
SANTIAGO,2013,41
SILOS,2013,0
SARDINATA,2013,638
TEORAMA,2013,222
TIBU,2013,3228
TOLEDO,2013,27
VILLA CARO,2013,17
VILLA DEL ROSARIO,2013,1
COLON,2013,4
ORITO,2013,681
PUERTO ASIS,2013,1534
PUERTO CAICEDO,2013,725
PUERTO GUZMAN,2013,6082
PUERTO LEGUIZAMO,2013,2550
SAN FRANCISCO,2013,20
SAN MIGUEL,2013,381
MOCOA,2013,197
SANTIAGO,2013,16
SIBUNDOY,2013,3
VALLE DEL GUAMUEZ,2013,764
VILLAGARZON,2013,664
ARMENIA,2013,18
BUENAVISTA,2013,12
CALARCA,2013,20
CIRCASIA,2013,11
CORDOBA,2013,3
FILANDIA,2013,6
GENOVA,2013,29
LA TEBAIDA,2013,24
MONTENEGRO,2013,17
PIJAO,2013,11
QUIMBAYA,2013,20
SALENTO,2013,27
APIA,2013,37
BALBOA,2013,14
BELEN DE UMBRIA,2013,78
DOSQUEBRADAS,2013,4
GUATICA,2013,31
LA CELIA,2013,36
LA VIRGINIA,2013,1
MARSELLA,2013,28
MISTRATO,2013,27
PEREIRA,2013,47
PUEBLO RICO,2013,27
QUINCHIA,2013,15
SANTA ROSA DE CABAL,2013,86
SANTUARIO,2013,81
ISLAS SERRANILLA,2013,0
PROVIDENCIA,2013,0
SAN ANDRES,2013,0
AGUADA,2013,2
ALBANIA,2013,2
ARATOCA,2013,1
BARBOSA,2013,2
BARICHARA,2013,6
BARRANCABERMEJA,2013,441
BETULIA,2013,43
BOLIVAR,2013,160
BUCARAMANGA,2013,6
CABRERA,2013,6
CALIFORNIA,2013,1
CAPITANEJO,2013,0
CARCASI,2013,1
CEPITA,2013,0
CERRITO,2013,0
CHARALA,2013,5
CHARTA,2013,1
CHIMA,2013,1
CHIPATA,2013,6
CIMITARRA,2013,668
CONCEPCION,2013,0
CONFINES,2013,3
CONTRATACION,2013,0
COROMORO,2013,6
CURITI,2013,12
EL CARMEN DE CHUCURI,2013,178
EL GUACAMAYO,2013,1
EL PE¥ON,2013,10
EL PLAYON,2013,26
ENCINO,2013,9
ENCISO,2013,0
FLORIDABLANCA,2013,2
FLORIAN,2013,5
GALAN,2013,5
GIRON,2013,100
GUACA,2013,1
GUADALUPE,2013,2
GUAPOTA,2013,1
GUAVATA,2013,2
GAMBITA,2013,10
GUEPSA,2013,6
HATO,2013,5
JESUS MARIA,2013,1
JORDAN,2013,2
LA BELLEZA,2013,23
LA PAZ,2013,5
LANDAZURI,2013,74
LEBRIJA,2013,63
LOS SANTOS,2013,0
MACARAVITA,2013,0
MATANZA,2013,2
MOGOTES,2013,16
MOLAGAVITA,2013,1
MALAGA,2013,0
OCAMONTE,2013,2
OIBA,2013,3
ONZAGA,2013,10
PALMAR,2013,0
PALMAS DEL SOCORRO,2013,2
PIEDECUESTA,2013,8
PINCHOTE,2013,5
PUENTE NACIONAL,2013,6
PUERTO PARRA,2013,433
PUERTO WILCHES,2013,637
PARAMO,2013,1
RIONEGRO,2013,96
SABANA DE TORRES,2013,353
SAN ANDRES,2013,3
SAN BENITO,2013,9
SAN GIL,2013,3
SAN JOAQUIN,2013,1
SAN JOSE DE MIRANDA,2013,0
SAN MIGUEL,2013,1
SAN VICENTE DE CHUCURI,2013,412
SANTA BARBARA,2013,1
SANTA HELENA DEL OPON,2013,23
SIMACOTA,2013,320
SOCORRO,2013,9
SUAITA,2013,10
SUCRE,2013,186
SURATA,2013,6
TONA,2013,1
VALLE DE SAN JOSE,2013,2
VETAS,2013,0
VILLANUEVA,2013,0
VELEZ,2013,35
ZAPATOCA,2013,7
BUENAVISTA,2013,0
CAIMITO,2013,14
CHALAN,2013,23
COLOSO,2013,31
COROZAL,2013,11
COVEÑAS,2013,0
EL ROBLE,2013,40
GALERAS,2013,39
GUARANDA,2013,13
LA UNION,2013,8
LOS PALMITOS,2013,2
MAJAGUAL,2013,36
MORROA,2013,16
OVEJAS,2013,109
SAMPUES,2013,3
SAN ANTONIO DE PALMITO,2013,8
SAN BENITO ABAD,2013,113
SAN JUAN DE BETULIA,2013,3
SAN MARCOS,2013,51
SAN ONOFRE,2013,737
SAN PEDRO,2013,0
SINCELEJO,2013,9
SINCE,2013,7
SUCRE,2013,25
TOLUVIEJO,2013,23
TOLU,2013,11
ALPUJARRA,2013,30
ALVARADO,2013,20
AMBALEMA,2013,23
ANZOATEGUI,2013,24
ARMERO,2013,107
ATACO,2013,91
CAJAMARCA,2013,21
CARMEN DE APICALA,2013,30
CASABIANCA,2013,7
CHAPARRAL,2013,120
COELLO,2013,44
COYAIMA,2013,10
CUNDAY,2013,71
DOLORES,2013,52
ESPINAL,2013,13
FALAN,2013,12
FLANDES,2013,1
FRESNO,2013,15
GUAMO,2013,22
HERVEO,2013,30
HONDA,2013,13
IBAGUE,2013,60
ICONONZO,2013,20
